image_id,image_path,prediction,prediction_length,ground_truth,ground_truth_length,cosine_similarity
19-3-247-02_新台明橋_PIC006,data\image_text_inspect_n10789\rank_c_images_n10789\19-3-247-02_新台明橋_PIC006.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意する必要がある。",151,主桁にうき、鉄筋露出が認められるが局所的である。前回点検：Ⅱ、N今回点検：Ⅱ、N,40,0.6856218
01-3-006-01_下田橋_PIC040,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-006-01_下田橋_PIC040.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,橋台に遊離石灰・支承付近に著しい土砂堆積・伸縮装置からと思われる漏水跡が見られる。経過観察を行い、状況により補修を行う。,60,0.7834151
19-1-222-02_亀山橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\19-1-222-02_亀山橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等の補修が必要であったが、今回は局部的であるため、経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",244,橋台に剥離、パラペット側面にうきが見られた。また、漏水跡も見られた為、経過を観察する必要がある。,48,0.60636854
05-3-069-01_一ッ橋_PIC006,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-069-01_一ッ橋_PIC006.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,コンクリート舗装にひびわれ(最大W=3.0mm)、地覆にひびわれ(W=1.0mm)・鉄筋露出・遊離石灰、防護柵に表面的な腐食、排水桝に目皿の腐食・土砂詰り、排水パイプの破損が見られる。排水桝の土砂詰りは維持工事等で撤去が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,143,0.69270754
05-3-089-01_榎橋_PIC010,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-089-01_榎橋_PIC010.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,舗装にひびわれ（W=5mm未満）・欠損・段差（最大W=40mm)、伸縮装置にゴムの変形、地覆にシール材の欠損、排水桝に土砂詰りが見られる。舗装の段差、排水桝の土砂詰りは、維持工事等で補修が必要である。その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,133,0.64149505
03-1-003-01_氷上橋_PIC090,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-003-01_氷上橋_PIC090.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが生じていた。地覆から伝わる雨水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",201,主桁に著しい腐食による層状剥離・板厚減少・リベットの腐食による膨張、主桁・横桁のボルトに表面的な腐食が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。,90,0.75928056
04-3-035-01_清水橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\04-3-035-01_清水橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。前回点検で確認された損傷箇所から進行は見られないと判断し、新たな鉄筋露出とみなす。局所的であり、道路橋の機能に支障は生じていないため、次回点検時に状況の確認を行う。",137,主桁にひびわれ(最大W=0.4mm)、遊離石灰、主桁拡幅部に鉄筋露出、間詰めに遊離石灰が見られる。ひびわれは、ASR、鉄筋露出は、被り不足が原因と考えられる。前回点検から主桁のひびわれ長さが進展していると思われる。経過観察を行い、状況により補修を行う。,126,0.66973287
18-1-132-03_真名子橋_PIC103,data\image_text_inspect_n10789\rank_c_images_n10789\18-1-132-03_真名子橋_PIC103.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。局所的であるため経過観察とする。必要に応じて断面修復等の補修が必要である。また、伸縮装置部（後打ち部）からの伝い水等も原因の一つと推定される。防護柵の高さも不足しており、必要に応じて高さを補正する必要がある。",207,舗装にひびわれ（最大W=6mm)・肌別れ、伸縮装置に土砂詰り・鋼材に腐食による板厚減少、防護柵に表面的な腐食・塗装の劣化・孔食、排水パイプに孔食が見られる。これらの損傷は、経過観察を行い、状況により補修を行う。,105,0.69101596
15-1-006-01_江良橋_PIC016,data\image_text_inspect_n10789\rank_c_images_n10789\15-1-006-01_江良橋_PIC016.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,主桁にひび割れが多数みられる。間詰めからの遊離石灰がみられる。いずれも補修対策を行うのが望ましい。,49,0.74521095
18-3-147-02_樋ノ口線2号橋_PIC013,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-147-02_樋ノ口線2号橋_PIC013.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。車両通行時に速度を落とす必要がある。",163,舗装に欠損・格子状のひびわれ・段差(最大h=40mm)、伸縮装置の目地板に変形、防護柵に表面的な腐食が見られる。舗装の欠損・段差は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,108,0.7317707
18-1-132-03_上八坂・才契線2号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\18-1-132-03_上八坂・才契線2号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。車両通行時に速度を落とす必要がある。",163,伸縮装置部付近の舗装の段差がやや大きい。歩行者の通行に支障があるため必要に応じて補修が必要である。,49,0.5898768
17-1-014-01_飛石橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\17-1-014-01_飛石橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。局所的であるため経過観察とする。必要に応じて断面修復等の補修が必要である。また、伸縮装置部（後打ち部）からの伝い水等により、路肩付近の漏水もみられる。軽微な洗掘が見られる場合には、経過観察とするが、状況に応じて止水機能の向上を図る必要がある。",224,RCT桁部の主桁にひびわれ(最大W=0.8mm)・うき・断面減少を伴う鉄筋露出・漏水跡・補強鋼板にうき・層状剥離・アンカー頭部の欠損、RCT桁部の床版に一方向ひびわれ(最大W=0.3mm)・うき・鉄筋露出・錆汁を伴う遊離石灰・漏水跡、補強鋼板にうき・著しい腐食、PC床版部の間詰めに遊離石灰が見られる。RCT桁部のうき・鉄筋露出は、鉄筋の被り不足や塩害、補強鋼板のうきは、経年劣化や橋面からの漏水が原因と考えられる。前回点検からうき・鉄筋露出に進展が見られる。RCT桁部主桁のうき・鉄筋露出は、部材耐荷力が低下し、道路橋の機能に支障が生じる可能性があるため、早期に措置が必要である。,291,0.7111877
08-1-004-01_吉野橋_PIC069,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-004-01_吉野橋_PIC069.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等で補修が行われているが、今回は補修手続きが必要である。",162,・主桁および床版に鉄筋の腐食膨張によるものと推測されるうき、鉄筋のかぶり不足による減肉を伴う鉄筋露出が見られる。・横桁に鉄筋のかぶり不足による減肉を伴う鉄筋露出が見られる。,86,0.7386937
15-005-01_八方原橋_PIC015,data\image_text_inspect_n10789\rank_c_images_n10789\15-005-01_八方原橋_PIC015.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。必要に応じて詳細調査や断面修復等の補修が必要である。前回点検：Ⅱ今回点検：Ⅰ(A2,B1)",190,主桁、横桁に浮き、剥離、鉄筋露出がみられる。補修対策を行うのが望ましい。,36,0.7707081
14-3-020-01_由良橋_PIC020,data\image_text_inspect_n10789\rank_c_images_n10789\14-3-020-01_由良橋_PIC020.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、経過観察を行い、次回点検時に状況の確認を行う。また、構造機能が著しく低下し支障が生じた場合は、必要に応じて補修することが望ましい。",206,伸縮装置部の段差がやや大きい。　　　　　　　　　　　歩行者の通行に支障がある為、補修が必要である。　　　　　　　　　　　　　　　　　伸縮装置の目地材が、全体的に欠損している。　　　　　伸縮装置の取替えにより、止水機能の向上を図る必要がある。,120,0.64934224
08-3-004-01_豊年橋_PIC095,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-004-01_豊年橋_PIC095.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等で補修が行われているが、今回は局部的であるため、次回点検時に状況の確認を行う。道路橋の機能に支障は生じておらず、伸縮装置からの漏水も軽微なため、経過観察とする。",215,主桁に張出し床版からの伝え水が要因と推定される、うき、かぶり不足が要因と推定される鉄筋露出見られる。損傷は状況に応じて補修を行う事が望ま しい。,72,0.8334755
01-3-015-04_坂本深野4号橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-015-04_坂本深野4号橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ、うきが見られる。また、錆汁を伴う遊離石灰も見られる。前回点検から進展は見られない。局所的であり、必要に応じて断面修復等の補修が望ましい。",118,舗装に経年劣化による小さいポットホールがある。　　　　　　　　　　　　必要に応じて舗装の打替えが必要である。　　　　　　　　　　　　高欄に変形及び腐食が進行している。　　　　　　　　　　　必要に応じて維持塗装及び補修を行う必要がある。,117,0.6594306
10000_柳井橋_PIC011,data\image_text_inspect_n10789\rank_c_images_n10789\10000_柳井橋_PIC011.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等で補修が行われているが、今回は局部的であるため、次回点検時に状況の確認を行う。道路橋の機能に支障は生じておらず、伸縮装置からの漏水も軽微なため、経過観察とする。",215,主桁、床版にひびわれ、鉄筋露出が散見される。横桁に漏水がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,61,0.65234715
18-3-079-01_神原橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-079-01_神原橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが生じていた。地覆から伝わる雨水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",201,主桁にひびわれ（最大W=3.0mm)・断面減少を伴う鉄筋露出・うき、横桁に鉄筋露出、床版に剥離・鉄筋露出・漏水跡・遊離石灰が見られる。これらの損傷は、鉄筋の被り不足及び中性化・塩害が原因と考えられる。前回点検から鉄筋露出に進展が見られる。経過観察を行い、状況により補修を行う。,138,0.7767639
01-3-015-08_坂本深野8号橋_PIC010,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-015-08_坂本深野8号橋_PIC010.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。必要に応じて詳細調査及び補修が必要である。",166,舗装に経年劣化による小さいポットホールがある。　　　　　　　　必要に応じて舗装の打替えが必要である。　　　　　　　　　　　　　伸縮装置部の舗装の段差がやや大きい。　　　　　　　　　　　　車両及び歩行者の通行に支障があるため補修が必要である。,120,0.5533253
6849_出合橋_PIC005,data\image_text_inspect_n10789\rank_c_images_n10789\6849_出合橋_PIC005.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,拡幅部の鋼橋の主桁･横桁･ボルトに，板厚減少を伴う腐食が認められる。構造に支障が生じる可能性があるため早期措置を対応することが望ましい。,68,0.7938928
10000_梶畑線１号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\10000_梶畑線１号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たな鉄筋露出やうきが複数確認された。地覆から伝わった中性化が原因と考えられる。前回点検時より劣化進行が見られるため、予防保全の観点から「状況に応じて対策を行うことが望ましい」状態である。局所的な損傷であるため、道路橋の機能に支障は生じていないものの、次回点検時に進展を確認する必要がある。",230,主桁全面に鉄筋露出がみられる。損傷は進行しており、早期に措置を講ずることが望まれるため、健全度評価「Ⅲ」とする。,56,0.6344471
08-1-004-01_吉野橋_PIC012,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-004-01_吉野橋_PIC012.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意する必要がある。",151,・主桁および床版に鉄筋の腐食膨張によるものと推測されるうき、鉄筋のかぶり不足による減肉を伴う鉄筋露出が見られる。・横桁に鉄筋の腐食膨張によるものと推測されるうきが見られる。,86,0.70348036
341074_側道・開作・北野線1号橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\341074_側道・開作・北野線1号橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等の補修が必要であったが、今回は局部的であるため、経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",244,主桁半面に漏水を伴う幅0.2mm以上、間隔0.5m程度の亀甲状ひびわれが見られる。主桁の一部に鉄筋露出が見られる。,57,0.6568173
03-1-007-01_下市橋_PIC059,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-007-01_下市橋_PIC059.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが生じていた。地覆から伝わる雨水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",201,主桁にひびわれ（最大W=0.5mm)・鉄筋露出・剥離・遊離石灰、横桁にひびわれ（最大W=0.25mm)・剥離・鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,111,0.7223019
04-1-003-01_護国橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\04-1-003-01_護国橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが生じていた。地覆から伝わる雨水等により内部鉄筋の膨張が生じたものと推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",201,主桁にひびわれ(w=0.2mm)、鉄筋露出(1.4m×0.2m)、漏水が確認された。経過観察を行い状況に応じて対応する事が望ましい。,66,0.70805466
04-3-037-01_下恋路橋_PIC015,data\image_text_inspect_n10789\rank_c_images_n10789\04-3-037-01_下恋路橋_PIC015.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意する必要がある。",151,路面にひびわれが数箇所見られ、高欄に腐食、ボルトの脱落がみられ排水管の変形も確認できる。また地覆下部に全体的な鉄筋露出が見られる為、状況をみて措置を講ずるのが望ましい排水桝の土砂堆積、舗装の段差もみられる為、維持管理にて対応が必要である,118,0.71856976
17-1-014-01_飛石橋_PIC056,data\image_text_inspect_n10789\rank_c_images_n10789\17-1-014-01_飛石橋_PIC056.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。必要に応じて詳細調査や断面修復等の補修が必要である。",171,橋台にひびわれ(最大W=5.0mm)・うき・剥離・欠損・コンクリートの表面劣化・鉄筋露出・伸縮装置からと思われる漏水跡、基礎の洗堀が見られる。ひびわれは、乾燥収縮や温度が原因と考えられる。前回点検の損傷に進展は見られない。経過観察を行い、状況により補修を行う。,130,0.75352347
06-3-003-03_中尾橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-003-03_中尾橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。必要に応じて詳細調査や断面修復等の補修が必要である。前回点検：Ⅱ今回点検：Ⅰ(A2,B1)",190,床版にうき・鉄筋露出がみられる。鉄筋露出は被り不足や中性化が原因と考えられる。前回点検から顕著な進展はみられない。損傷は局所的で構造機能を著しく低下させる状態ではないため経過観察とし、状況に応じて補修を行うことが望ましい。,111,0.68378043
10000_成仏橋_PIC015,data\image_text_inspect_n10789\rank_c_images_n10789\10000_成仏橋_PIC015.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,橋台にうき、漏水がみられる。漏水は伸縮装置から浸入したものと考えられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,64,0.54230475
13-3-013-02_岡ノ下橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\13-3-013-02_岡ノ下橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。局所的であるため経過観察とする。必要に応じて断面修復等の補修が必要である。また、伸縮装置部（後打ち部）からの伝い水等も原因の一つと推定される。前回点検時の隙間からの伝い水が仕方なく補修済みであり、未補修の隙間からの伝い水が起因していると推測される。そのため、今後より効果的な防護柵等の対策が必要である。",254,・主桁の一部に軽微なひびわれが見られ、部分的に軽微な鉄筋露出が見られる。,36,0.6488792
06-3-021-02_上京面橋_PIC005,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-021-02_上京面橋_PIC005.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁のひびわれ長さが進展していると思われる。必要に応じて詳細調査や断面修復等の補修が必要である。",171,・舗装に軽微な欠損が見られる。・伸縮装置部に全体的な目地材の劣化が見られる。・防護柵に鉄筋露出が散見される。また、局所的なうきも見られる。・地覆（親柱）に傾きが見られる。また、軽微な欠損も見られる。,99,0.696501
03-1-007-01_下市橋_PIC078,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-007-01_下市橋_PIC078.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが生じていた。地覆から伝わる雨水等により、伸縮装置部分及び橋面からの浸透水が要因と推定される。道路橋の機能に支障は生じておらず、次回点検時に状況の確認を行う。",174,舗装にひびわれ（W=5mm未満）、伸縮装置にゴムの剥離・欠損・後打ちコンクリートの鉄筋露出、地覆に断面減少を伴う鉄筋露出・剥離・シール材の欠損、排水パイプに著しい腐食による欠損が見られる。これらの損傷は、経過観察を行い、状況により補修を行う。,121,0.71264315
04-3-055-01_平野橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\04-3-055-01_平野橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に確認された損傷箇所では局部的なため、今回の断面修復等の補修が必要である。",167,主桁にひびわれ、かぶり不足が要因と推定されるうき、鉄筋露出が見られる。損傷は状況に応じて補修を行う事が望ましい。,56,0.8373673
03-1-007-01_下市橋_PIC124,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-007-01_下市橋_PIC124.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,舗装にひびわれ（W=5mm未満）・段差(最大h=25mm）、伸縮装置にゴムの剥離・欠損・後打ちコンクリートの鉄筋露出、地覆に鉄筋露出・剥離・うき・破損・シール材の欠損、排水パイプに著しい腐食による欠損が見られる。舗装の段差は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,155,0.6420593
05-3-081-01_東大橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-081-01_東大橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ、うきが見られる。前回点検で確認された損傷箇所から進行はないと判断し、新たな損傷箇所も多数生じているため、経過観察を行い、状況により補修を行う。車両通行時の衝撃や施工初期の乾燥収縮が原因と考えられる。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",215,路面に40㎜程度の段差、伸縮装置に変形、地覆に鉄筋露出・うき、防護柵（高欄）に変形、孔食が見られる。損傷は状況に応じて補修を行う事が望ましい。,71,0.70909643
341061_沖田船津線1号橋_PIC009,data\image_text_inspect_n10789\rank_c_images_n10789\341061_沖田船津線1号橋_PIC009.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意が必要である。",150,舗装に局所的に幅5mm未満のひびわれが見られ、一部はポットホールとなっている。伸縮装置が一部欠損している。,53,0.49956882
09-3-001-01_宮の前橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\09-3-001-01_宮の前橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁に遊離石灰が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から主桁の鉄筋露出に進展が見られるため、注意する必要がある。",151,主桁下面に橋軸方向のひび割れが複数発生している。ひび割れ幅はやや大きく、劣化が進展する恐れがある為、ひび割れ注入等の補修が必要である。間詰めに漏水跡が見られる。局所的である為、経過観察とする。,96,0.8098068
18-2-014-01_細田橋_PIC017,data\image_text_inspect_n10789\rank_c_images_n10789\18-2-014-01_細田橋_PIC017.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たに鉄筋露出やうきが発生している。鉄筋の被り不足及び中性化が原因と考えられる。前回点検時に当て板等で補修が行われているが、今回は補修手続きが必要である。",162,主桁にひびわれ(最大W=5.0mm)・うき・鉄筋露出、横桁にひびわれ(最大W=5.0mm)・うき・断面減少を伴う鉄筋露出、床版に鉄筋露出・遊離石灰が見られる。これらの損傷は、鉄筋の被り不足及び中性化や塩害が原因と考えられる。前回点検から主桁の鉄筋露出に進展が見られるため、経過観察を行い、状況により補修を行う。床版の鉄筋露出は、前回から進展がなく、局所的なため、次回点検時に状況の確認を行う。,196,0.76215625
