image_id,image_path,prediction,prediction_length,ground_truth,ground_truth_length,cosine_similarity
07-1-004-02_千代丸橋_PIC032,data\image_text_inspect_n10789\rank_c_images_n10789\07-1-004-02_千代丸橋_PIC032.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃により発生したものと思われる。今回の点検から進展はみられない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質やASRが原因と考えられる。2. 前回点検からうきに若干進展が見られる。3. 損傷は局所的なため、経過観察とする。4. 道路橋の機能に支障は生じていない。",292,・舗装にひびわれ、舗装および伸縮装置部に段差が見られる。・伸縮装置部に劣化、目地材の劣化、後打ち部のひびわれ、軽微な鉄筋露出が見られる。・地覆にうきおよび軽微な鉄筋露出が見られる。・防護柵に防食機能の劣化が見られる。・排水桝に土砂詰まり、排水管の欠損が見られる。,131,0.7065774
18-3-058-01_大久保石曽根線1号橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-058-01_大久保石曽根線1号橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの耐久性に影響するため、早期に措置が必要である。経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じてないが、前回点検時からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",283,主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所での進行は見られないが、側面側両端部に集中して複数の鉄筋露出が新たに生じており、局所的であるが明らかな減肉が確認できる。橋面からの浸透水と地覆からの伝い水等により、内部鉄筋の腐食膨張が生じたものと推定される。道路橋の機能に支障は生じてないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,199,0.81890464
06-3-025-01_吉敷大橋_PIC026,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-025-01_吉敷大橋_PIC026.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回新たな損傷が生じた。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質、2. 横桁の鉄筋露出は、被り不足及び中性化が原因と考えられる。前回点検から進展は見られない。道路橋の機能に支障は生じていないため、次回点検時に状況の確認を行うだけで良い。",299,・舗装にひびわれが見られる。・伸縮装置部に全体的な目地材の劣化が見られる。・地覆に軽微な鉄筋露出が見られる。・防護柵に化粧モルタルのうきが広範囲に見られる。また、横桟（全体的）に軽微な腐食が見られる。,100,0.69229364
01-3-002-02_岩倉上橋_PIC012,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-002-02_岩倉上橋_PIC012.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質、2. 横桁の鉄筋露出は、被り不足及び中性化が原因と考えられる。前回点検からうきに若干進展が見られる。経過観察を行い、状況により補修を行う。",287,・伸縮装置部に目地材の脱落が見られる。・地覆に劣化（凍害によるものと推測される剥離および鉄筋露出）が見られる。・排水管に欠損が見られる。,68,0.65067244
10000_明神橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\10000_明神橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの機能低下に影響する可能性があるため、早期に措置が必要である。経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じてないが、前回点検時からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",290,主桁に鉄筋露出、漏水がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,44,0.52769125
11-2-002-02_後中西橋_PIC024,data\image_text_inspect_n10789\rank_c_images_n10789\11-2-002-02_後中西橋_PIC024.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回新たな損傷が生じた。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、N今回点検：Ⅱ、N1. 主桁のひびわれ及びうきは、コンクリートの低品質、経年劣化に起因するものと推定される。道路橋の機能に支障は生じていないが、「状況に応じて監視や対策を行うことが望ましい」状態である。",279,・主桁の一部に幅の広いひびわれ見られ、部分的に鉄筋露出、目地に漏水跡が見られる。,40,0.64528394
08-1-003-02_石津橋_PIC019,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-02_石津橋_PIC019.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、構造機能が著しく低下しており、道路橋の機能に支障が生じていたため、「状況に応じて対策を行うことが望ましい」状態であった。今回の点検から、ひびわれ及びうき等の進展が見られるため、「必要に応じて断面修復等の補修が必要である」状態に変化している。道路橋の機能に支障が生じていないため、次回点検時に状況の確認を行う。",238,橋台背面の路面にひびわれが見られる。橋脚に落書き、添加物に腐食が見られる。維持管理にて対応を行う。,49,0.7598827
11-3-008-01_二本松橋_PIC044,data\image_text_inspect_n10789\rank_c_images_n10789\11-3-008-01_二本松橋_PIC044.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質やASRが原因と考えられる。2. 前回点検からの劣化進行は見られない。3. 道路橋の機能に支障は生じていない。4. 前回点検からの劣化進行はなく、道路橋の保全に問題はありない。5. 道路橋の機能に支障はない。6. 道路橋の保全について、「状況に応じて監視」が望まし",343,橋脚に経年劣化と思われるひび割れ、鉄筋露出がみられる。補修対策を行うのが望ましい。,41,0.7626936
06-3-025-01_吉敷大橋_PIC049,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-025-01_吉敷大橋_PIC049.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの品質が低下する上、道路橋の機能に支障が生じる可能性があるため、早期に措置が必要である。前回点検：Ⅱ今回点検：Ⅰ(A1, B2)⇓NH-4 Nま er",249,・伸縮装置部に全体的な目地材の劣化が見られる。・地覆に鉄筋露出が見られる。・防護柵に化粧モルタルのうきが広範囲に見られる。一部は剥落している。鉄筋露出およびうきが見られ、横桟（全体的）に軽微な腐食が見られる。,104,0.7919439
03-3-039-01_岡本橋_PIC016,data\image_text_inspect_n10789\rank_c_images_n10789\03-3-039-01_岡本橋_PIC016.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・鉄筋露出、横桁にうきや鉄筋露出が見られる。前回点検では、局所的な損傷であったため、今回の進行は少ないと思われる。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、N今回点検：Ⅱ、N(1次):A2, N(2次):A2",196,舗装のポットホール、段差、土砂堆積、伸縮部の土砂詰りは経年劣化と車両通行時の衝撃が起因していると推測される。防護柵の変形は外力が原因と推測、防食機能の劣化は経年劣化が原因と推測される。,92,0.6104512
18-2-095-01_間方橋_PIC005,data\image_text_inspect_n10789\rank_c_images_n10789\18-2-095-01_間方橋_PIC005.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回新たな損傷が生じた。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、N今回点検：Ⅱ、N1. 主桁のひびわれ及びうきは、コンクリートの低品質、経年劣化に起因するものと推定される。道路橋の機能に支障は生じていないが、「状況に応じて監視や対策を行うことが望ましい」状態である。",279,主桁にひびわれ（最大W=0.2mm)・鉄筋露出・遊離石灰、床版に鉄筋露出・破損が見られる。主桁の損傷は、鉄筋の被り不足及び中性化・コンクリートの低品質、床版の鉄筋露出・破損は、鉄筋の被り不足・防護柵の施工が原因と考えられる。前回点検の損傷に進展は見られないが、今回確認できた損傷が多いため、経過観察を行い、状況により補修を行う。,164,0.74118
09-1-004-02_新潟上橋_PIC021,data\image_text_inspect_n10789\rank_c_images_n10789\09-1-004-02_新潟上橋_PIC021.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,A1橋台に欠損、P1橋脚にひび割れ及びうき、鉄筋露出が発生している。　　　　　　　　　　　　　　　　　　A1橋台、P1橋脚に伸縮装置から雨水の浸透と思われる漏水跡が見られる。　　　　　　　　　　　　　　　　　　いずれの損傷も局部的である為、経過観察を行い、必要に応じて補修する必要がある。,144,0.77958155
341098_才谷線1号橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\341098_才谷線1号橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,主桁ほぼ全面にわたって大規模なうき、剥離が生じている。また、一部は大きく鉄筋露出している。,45,0.66108525
19-1-222-02_亀山橋_PIC012,data\image_text_inspect_n10789\rank_c_images_n10789\19-1-222-02_亀山橋_PIC012.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,主桁に鉄筋露出が見られた。断面減少を伴っており、配力筋が破断していた。また、床版に伝い水、遊離石灰が見られた。予防保全の観点から対策を講じることが望ましい。,78,0.6900753
15-3-099-01_永谷跨線橋_PIC039,data\image_text_inspect_n10789\rank_c_images_n10789\15-3-099-01_永谷跨線橋_PIC039.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの耐久性に影響するため、早期に措置が必要である。経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じてないが、前回点検時からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",283,主桁・横桁に腐食がみられる。損傷は局所的で構造機能を著しく低下させる状態ではないため経過観察とし、状況に応じて補修を行うことが望ましい。,68,0.6344539
05-3-060-01_昭和橋_PIC025,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-060-01_昭和橋_PIC025.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃により発生したものと思われる。今回の点検から進展はみられない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質やASRが原因と考えられる。2. 前回点検からの劣化進行は見られない。3. 道路橋の機能に支障は生じていない。4. 前回点検からの劣化進行はなく、道路橋の保全に問題はあるものの、経過観察とする。",312,床版にひびわれ（最大W=0.2mm)・うき・剥離・鉄筋露出・欠損・遊離石灰が見られる。ひびわれは、一方向であり、錆汁は見られないため、その他の損傷と共に経過観察を行い、状況により補修を行う。,95,0.6526488
18-3-044-01_西狸尾線1号橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-044-01_西狸尾線1号橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの機能低下に影響する可能性があるため、早期に措置が必要である。経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じてないが、前回点検時からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",290,主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たな鉄筋露出やうきが複数確認された。橋面からの浸透水及び地覆からの伝い水が要因と推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,156,0.7467677
07-1-003-02__PIC086,data\image_text_inspect_n10789\rank_c_images_n10789\07-1-003-02__PIC086.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回新たな損傷が生じた。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ、N今回点検：Ⅱ、N1. 主桁のひびわれ及びうきは、コンクリートの低品質、経年劣化に起因するものと推定される。2次的ひびわれは、ASRによるものかもしれない。道路橋の機能に支障は生じていないが、「状況に応じて監視や対策を行うことが望ましい」状態である。",303,・主桁に鉄筋の腐食膨張によるものと推測されるひびわれ、うき、橋面からの浸透水によるものと推測されるひびわれからの軽微な遊離石灰が見られる。また、広範囲に橋面からの浸透水によるものと推測され、かつ、補修不良によるものと推測される補修部のひびわれ、うき、錆汁を伴う遊離石灰が見られる。・横桁に鉄筋のかぶり不足による鉄筋露出が見られる。・床版に鉄筋の腐食膨張によるものと推測されるうきが見られる。また、橋面からの浸透水によるものと推測される遊離石灰が見られる。,227,0.7237878
03-3-033-01_姫山橋_PIC025,data\image_text_inspect_n10789\rank_c_images_n10789\03-3-033-01_姫山橋_PIC025.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの品質が低下する上、道路橋の機能に支障が生じる可能性があるため、早期に措置が必要である。経過観察を行い、状況により補修を行う。前回点検：Ⅱ今回点検：Ⅰ(A1, B2)",257,A1橋台にひびわれ（最大W=0.3mm)、P1橋脚にひびわれ（最大W=0.35mm)・鉄筋露出・伸縮装置からと思われる漏水跡が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,114,0.76629543
05-3-175-01_笠着橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-175-01_笠着橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,舗装と地覆にひび割れ、排水装置に防食機能の劣化、遊離石灰が見られたが、軽微なものなので経過観察とする。,51,0.47678858
01-3-012-01_仁保市橋_PIC029,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-012-01_仁保市橋_PIC029.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質やASRが原因と考えられる。2. 前回点検からの劣化進行は見られない。3. 道路橋の機能に支障は生じていない。4. 前回点検からの劣化進行はなく、道路橋の保全に問題はありない。5. 道路橋の機能に支障はない。6. 道路橋の保全について、「状況に応じて�����",343,橋台にひびわれ（最大W=0.3mm)・伸縮装置からと思われる漏水跡が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,85,0.7722657
03-1-003-01_氷上橋_PIC077,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-003-01_氷上橋_PIC077.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,P2橋脚にひびわれ（最大W=1.0mm)・うき・コンクリート表面の劣化・錆汁を伴う遊離石灰が見られる。ひびわれの錆汁は局所的であり、その他の損傷と共に経過観察を行い、状況により補修を行う。,94,0.76257086
08-3-004-01_豊年橋_PIC094,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-004-01_豊年橋_PIC094.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの耐久性に影響するため、早期に措置が必要である。経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じてないが、前回点検時からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",283,主桁に張出し床版からの伝え水が要因と推定される、うき、かぶり不足が要因と推定される鉄筋露出見られる。損傷は状況に応じて補修を行う事が望ま しい。,72,0.82347935
16-1-170-01_天田橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\16-1-170-01_天田橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,主桁に欠損、鉄筋露出、漏水跡、間詰めに遊離石灰が見られる。これらの損傷は、局所的である為、経過観察とする。,53,0.6710987
06-3-021-02_上京面橋_PIC047,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-021-02_上京面橋_PIC047.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,・支承部にエラスタイトの劣化が見られる。,20,0.62526166
08-1-003-02_二斗代橋_PIC074,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-02_二斗代橋_PIC074.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,・主桁にアルカリ骨材反応の疑いのあるひびわれが多数見られる。また、鉄筋露出（床版横締め定着具）が見られる。・横桁に乾燥収縮によるものと推測されるひびわれが見られる。,82,0.6686375
02-3-010-01_石井手橋_PIC028,data\image_text_inspect_n10789\rank_c_images_n10789\02-3-010-01_石井手橋_PIC028.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。鉄筋露出は、コンクリートの耐久性に影響するため、早期に措置が必要である。経過観察を行い、状況により補修を行う。道路橋の機能に支障は生じてないが、前回点検時からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",283,P2橋脚にひびわれ（最大W=0.1mm)・遊離石灰・伸縮装置からと思われる漏水跡・基礎洗堀が見られる。経過観察を行い、状況により補修を行う。,70,0.7535783
05-3-089-01_榎橋_PIC009,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-089-01_榎橋_PIC009.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃により発生したものと思われる。今回の点検から、進展はみられない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。",174,舗装にひびわれ（W=5mm未満）・欠損・段差（最大W=40mm)、伸縮装置にゴムの変形、地覆にシール材の欠損、排水桝に土砂詰りが見られる。舗装の段差、排水桝の土砂詰りは、維持工事等で補修が必要である。その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,133,0.6355581
05-1-007-01_古熊下橋_PIC069,data\image_text_inspect_n10789\rank_c_images_n10789\05-1-007-01_古熊下橋_PIC069.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれ及びうきは、コンクリートの低品質やASRが原因と考えられる。2. 前回点検からうきに若干進展が見られる。3. 損傷は局所的なため、経過観察とする。4. 道路橋の機能に支障は生じていない。",290,舗装にひびわれ(W=5mm未満)・段差(最大h=40mm)、伸縮装置に段差(h=40mm)・土砂詰り・ゴムの剥離・後打ちコンクリートのうき・破損、地覆に鉄筋露出、防護柵・支柱ボルトに表面的な腐食、排水桝に土砂詰り、排水桝目皿・排水パイプに腐食による欠損が見られる。伸縮装置後打ちコンクリートの破損は、早期に措置が必要である。舗装の段差、排水桝の土砂詰り・目皿の欠損は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,226,0.6424395
10000_日暮川橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\10000_日暮川橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・断面減少を伴う鉄筋露出、間詰め部からの遊離石灰が見られる。ひびわれは、ASRや被り不足と共に生じたものであり、鉄筋露出は、被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。ひびわれ及び鉄筋露出は、道路橋の機能に支障が生じる可能性があるため、早期に措置が必要である。前回点検：Ⅱ今回点検：ⅠN1E2(A2,B2)⇄ⅠN1E2(A2,B2)⇆ⅠN1E2(A2,B2)⇄ⅠN1E2(A2,ま まま",268,主桁に鉄筋露出がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,41,0.545655
18-3-154-01_二ノ宮・奥開作線1号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-154-01_二ノ宮・奥開作線1号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,PC桁の主桁下面にひび割れが発生している。ひび割れ幅は小さく局所的である為、経過観察とする。桁間の床版から遊離石灰がツララ状に発生している。局所的である為、経過観察とする。,86,0.59157765
15-005-01_八方原橋_PIC108,data\image_text_inspect_n10789\rank_c_images_n10789\15-005-01_八方原橋_PIC108.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃によるものと推定されたが、今回の点検から進展は見られない。道路橋の機能に支障は生じておらず、次回点検まで監視する必要性はないと考えられる。",169,主桁、横桁に剥離、鉄筋露出がみられる。補修対策を行うのが望ましい。,33,0.72207654
08-1-003-08_小路橋_PIC039,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-08_小路橋_PIC039.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき、横桁に鉄筋露出が見られる。前回点検では、損傷は経年劣化と車両通行時の衝撃により発生したものと思われる。今回の点検から進展はみられない。道路橋の機能に支障は生じておらず、次回点検まで経過観察する必要性はないと考えられる。前回点検：Ⅱ、Ⅰ今回点検：Ⅱ、Ⅰ1. 主桁のひびわれはコンクリートの余分流水によるものと推定される。2. 構造に支障が生じていないため、次回点検まで経過観察する必要性はない。",260,・橋台に伸縮装置部からの漏水による漏水跡および橋座面に土砂堆積が見られる。,37,0.65325296
