image_id,image_path,prediction,prediction_length,ground_truth,ground_truth_length,cosine_similarity
17-1-011-01_杖川橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\17-1-011-01_杖川橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から対策を実施することが望ましい。前回点検：Ⅱ今回点検：Ⅱ",112,・主桁に鉄筋露出、うきが見られ、一部の鉄筋に板厚減少を伴う腐食が見られる。,37,0.74778974
19-2-407-01_上杉原橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\19-2-407-01_上杉原橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。局所的な損傷であるため、経過観察を行い、状況により補修を行う。",132,床版に鉄筋露出が見られた。鉄筋に腐食が見られた為、経過を観察する必要がある。前回点検：N、Ⅱ今回点検：N、Ⅱ,54,0.74273646
19-3-505-01_矢柱橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\19-3-505-01_矢柱橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに若干進展が見られる。鉄筋露出は断面修復等の対策が必要である。",192,舗装に凹凸、伸縮装置部の段差が見られる。地覆の打ち継ぎ目に遊離石灰が見られる。車両の走行に影響は認められないが、「状況に応じて監視や対策を行うことが望ましい」状態である。,85,0.39678136
03-1-003-01_氷上橋_PIC006,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-003-01_氷上橋_PIC006.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,主桁に著しい腐食による層状剥離・板厚減少、主桁・横桁のボルト・張出ブラケットのナットに表面的な腐食が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。,89,0.7965998
08-1-003-02_二斗代橋_PIC018,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-02_二斗代橋_PIC018.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,・主桁にアルカリ骨材反応の疑いのあるひびわれが多数見られる。また、鉄筋露出（床版横締め定着具）、排水管周りからの漏水が見られる。・横桁に乾燥収縮によるものと推測されるひびわれ、鉄筋の腐食膨張によるものと推測されるうきが見られる。・床版に鉄筋のかぶり不足による鉄筋露出、橋面からの浸透水によるものと推測される表面劣化が見られる。,163,0.6649496
08-3-027-01_高良田橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-027-01_高良田橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。局所的な損傷であるため、経過観察を行い、状況により補修を行う。",132,・床版に乾燥収縮によるものと推測されるひびわれ、鉄筋の腐食膨張によるものと推測されるうき、鉄筋のかぶり不足による鉄筋露出が見られる。また、橋面からの浸透水によるものと推測される遊離石灰が見られる。,98,0.61890835
01-3-015-08_坂本深野8号橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-015-08_坂本深野8号橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて断面修復等の補修が必要である。前回点検：Ⅱ今回点検：Ⅱ",118,主桁の鉄筋露出が広範囲に複数発生している。　　　　　　　　　　　　　　　　鉄筋露出は断面修復等の対策が必要である。,57,0.7735045
10-3-005-02_東扇田橋_PIC021,data\image_text_inspect_n10789\rank_c_images_n10789\10-3-005-02_東扇田橋_PIC021.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。局所的な損傷であるため、経過観察とする。床版部分のみ鉄筋露出が発生している。前回点検：Ⅱ今回点検：Ⅰ N今後1年間の中性化の監視を行う。",169,主桁に著しい腐食による断面欠損・膨張・層状剥離・孔食・変形、デッキプレートに著しい腐食による断面欠損・膨張、補強鋼板に塗装の劣化・表面的な腐食が見られる。主桁・デッキプレートの腐食は、経年による防食機能の低下や橋面からの漏水が原因と考えられる。前回点検からデッキプレートの腐食に進展が見られる。前回点検後に当て板補強し仮橋が設置されている。デッキプレート全体の著しい腐食は、道路橋の機能に支障が生じる可能性が著しく高いため、仮橋撤去後は緊急に措置が必要である。,230,0.67482823
07-1-004-02_千代丸橋_PIC032,data\image_text_inspect_n10789\rank_c_images_n10789\07-1-004-02_千代丸橋_PIC032.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たな鉄筋露出となっている。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ",154,・舗装にひびわれ、舗装および伸縮装置部に段差が見られる。・伸縮装置部に劣化、目地材の劣化、後打ち部のひびわれ、軽微な鉄筋露出が見られる。・地覆にうきおよび軽微な鉄筋露出が見られる。・防護柵に防食機能の劣化が見られる。・排水桝に土砂詰まり、排水管の欠損が見られる。,131,0.6038205
18-3-058-01_大久保石曽根線1号橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-058-01_大久保石曽根線1号橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきも見られる。前回点検から進行はないと判断し、「状況に応じて監視や対策を行うことが望ましい」状態である。",120,主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所での進行は見られないが、側面側両端部に集中して複数の鉄筋露出が新たに生じており、局所的であるが明らかな減肉が確認できる。橋面からの浸透水と地覆からの伝い水等により、内部鉄筋の腐食膨張が生じたものと推定される。道路橋の機能に支障は生じてないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,199,0.80313605
06-3-025-01_吉敷大橋_PIC026,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-025-01_吉敷大橋_PIC026.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形･腐食が見られる。維持工事等で補修が必要である。前回点検：Ⅱ今回点検：Ⅱ",124,・舗装にひびわれが見られる。・伸縮装置部に全体的な目地材の劣化が見られる。・地覆に軽微な鉄筋露出が見られる。・防護柵に化粧モルタルのうきが広範囲に見られる。また、横桟（全体的）に軽微な腐食が見られる。,100,0.74799466
01-3-002-02_岩倉上橋_PIC012,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-002-02_岩倉上橋_PIC012.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形･腐食が見られる。維持工事等で補修が必要である。前回点検：Ⅱ今回点検：Ⅱ",124,・伸縮装置部に目地材の脱落が見られる。・地覆に劣化（凍害によるものと推測される剥離および鉄筋露出）が見られる。・排水管に欠損が見られる。,68,0.6895683
10000_明神橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\10000_明神橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から対策を実施することが望ましい。前回点検：Ⅱ今回点検：Ⅱ N今後1年で必要に応じて監視・対策を行う必要がある。",139,主桁に鉄筋露出、漏水がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,44,0.58069956
11-2-002-02_後中西橋_PIC024,data\image_text_inspect_n10789\rank_c_images_n10789\11-2-002-02_後中西橋_PIC024.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ(Ⅰ)考え方：橋面からの浸透水及び伝い水に加え、河川上下流側とも支払不足が要因と推定される。道路橋の機能に支障は生じてないが、前回点検から進行性があるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",220,・主桁の一部に幅の広いひびわれ見られ、部分的に鉄筋露出、目地に漏水跡が見られる。,40,0.62955713
08-1-003-02_石津橋_PIC019,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-02_石津橋_PIC019.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,橋台背面の路面にひびわれが見られる。橋脚に落書き、添加物に腐食が見られる。維持管理にて対応を行う。,49,0.7533089
11-3-008-01_二本松橋_PIC044,data\image_text_inspect_n10789\rank_c_images_n10789\11-3-008-01_二本松橋_PIC044.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,橋脚に経年劣化と思われるひび割れ、鉄筋露出がみられる。補修対策を行うのが望ましい。,41,0.7616954
06-3-025-01_吉敷大橋_PIC049,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-025-01_吉敷大橋_PIC049.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。局所的な損傷であるため、経過観察を行い、状況により補修を行う。",132,・伸縮装置部に全体的な目地材の劣化が見られる。・地覆に鉄筋露出が見られる。・防護柵に化粧モルタルのうきが広範囲に見られる。一部は剥落している。鉄筋露出およびうきが見られ、横桟（全体的）に軽微な腐食が見られる。,104,0.73692966
03-3-039-01_岡本橋_PIC016,data\image_text_inspect_n10789\rank_c_images_n10789\03-3-039-01_岡本橋_PIC016.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ（最大W=0.3mm)・伸縮装置からと思われる漏水跡が見られる。前回点検では、伸縮装置からと思われる漏水跡が見られたが、次回点検時に進行度判定を行う。道路橋の機能に支障は生じてないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",189,舗装のポットホール、段差、土砂堆積、伸縮部の土砂詰りは経年劣化と車両通行時の衝撃が起因していると推測される。防護柵の変形は外力が原因と推測、防食機能の劣化は経年劣化が原因と推測される。,92,0.6613563
18-2-095-01_間方橋_PIC005,data\image_text_inspect_n10789\rank_c_images_n10789\18-2-095-01_間方橋_PIC005.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NPO・市民団体等の補修指示には未使用である。",148,主桁にひびわれ（最大W=0.2mm)・鉄筋露出・遊離石灰、床版に鉄筋露出・破損が見られる。主桁の損傷は、鉄筋の被り不足及び中性化・コンクリートの低品質、床版の鉄筋露出・破損は、鉄筋の被り不足・防護柵の施工が原因と考えられる。前回点検の損傷に進展は見られないが、今回確認できた損傷が多いため、経過観察を行い、状況により補修を行う。,164,0.6801598
09-1-004-02_新潟上橋_PIC021,data\image_text_inspect_n10789\rank_c_images_n10789\09-1-004-02_新潟上橋_PIC021.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。橋面からの伝い水や地覆からの伝え水とすることが原因と思われる。前回点検から進展は見られない。道路橋の機能に支障は生じており、「状況に応じて対策を行うことが望ましい」状態である。幅の広いひび割れが多数見られる。ひび割れ注入等の補修が必要である。前回点検：N、Ⅱ今回点検：N、Ⅱ（ひび割れ）耐久性の観点から対策を行うことが望ましい。",240,A1橋台に欠損、P1橋脚にひび割れ及びうき、鉄筋露出が発生している。　　　　　　　　　　　　　　　　　　A1橋台、P1橋脚に伸縮装置から雨水の浸透と思われる漏水跡が見られる。　　　　　　　　　　　　　　　　　　いずれの損傷も局部的である為、経過観察を行い、必要に応じて補修する必要がある。,144,0.8291106
341098_才谷線1号橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\341098_才谷線1号橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて断面修復等の補修が必要である。前回点検：Ⅱ今回点検：Ⅱ",118,主桁ほぼ全面にわたって大規模なうき、剥離が生じている。また、一部は大きく鉄筋露出している。,45,0.69115794
19-1-222-02_亀山橋_PIC012,data\image_text_inspect_n10789\rank_c_images_n10789\19-1-222-02_亀山橋_PIC012.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,主桁に鉄筋露出が見られた。断面減少を伴っており、配力筋が破断していた。また、床版に伝い水、遊離石灰が見られた。予防保全の観点から対策を講じることが望ましい。,78,0.678846
15-3-099-01_永谷跨線橋_PIC039,data\image_text_inspect_n10789\rank_c_images_n10789\15-3-099-01_永谷跨線橋_PIC039.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ",113,主桁・横桁に腐食がみられる。損傷は局所的で構造機能を著しく低下させる状態ではないため経過観察とし、状況に応じて補修を行うことが望ましい。,68,0.7175727
05-3-060-01_昭和橋_PIC025,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-060-01_昭和橋_PIC025.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ",113,床版にひびわれ（最大W=0.2mm)・うき・剥離・鉄筋露出・欠損・遊離石灰が見られる。ひびわれは、一方向であり、錆汁は見られないため、その他の損傷と共に経過観察を行い、状況により補修を行う。,95,0.64752245
18-3-044-01_西狸尾線1号橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-044-01_西狸尾線1号橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,主桁に鉄筋露出、うきが見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たな鉄筋露出やうきが複数確認された。橋面からの浸透水及び地覆からの伝い水が要因と推定される。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,156,0.7869824
07-1-003-02__PIC086,data\image_text_inspect_n10789\rank_c_images_n10789\07-1-003-02__PIC086.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検から進行はないと判断し、「状況に応じて監視・対策を行うことが望ましい」状態である。",130,・主桁に鉄筋の腐食膨張によるものと推測されるひびわれ、うき、橋面からの浸透水によるものと推測されるひびわれからの軽微な遊離石灰が見られる。また、広範囲に橋面からの浸透水によるものと推測され、かつ、補修不良によるものと推測される補修部のひびわれ、うき、錆汁を伴う遊離石灰が見られる。・横桁に鉄筋のかぶり不足による鉄筋露出が見られる。・床版に鉄筋の腐食膨張によるものと推測されるうきが見られる。また、橋面からの浸透水によるものと推測される遊離石灰が見られる。,227,0.6591811
03-3-033-01_姫山橋_PIC025,data\image_text_inspect_n10789\rank_c_images_n10789\03-3-033-01_姫山橋_PIC025.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から対策を実施することが望ましい。前回点検：Ⅱ今回点検：Ⅱ N今後1年で必要に応じて監視・対策を行う必要がある。",139,A1橋台にひびわれ（最大W=0.3mm)、P1橋脚にひびわれ（最大W=0.35mm)・鉄筋露出・伸縮装置からと思われる漏水跡が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,114,0.6729465
05-3-175-01_笠着橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-175-01_笠着橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,舗装と地覆にひび割れ、排水装置に防食機能の劣化、遊離石灰が見られたが、軽微なものなので経過観察とする。,51,0.5901439
01-3-012-01_仁保市橋_PIC029,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-012-01_仁保市橋_PIC029.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ(Ⅰ)補修済みなおっと知らせはい",129,橋台にひびわれ（最大W=0.3mm)・伸縮装置からと思われる漏水跡が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,85,0.6740334
03-1-003-01_氷上橋_PIC077,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-003-01_氷上橋_PIC077.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ N生コンクリート表面のひびわれ、鉄筋露出は乾燥収縮や地覆中性化等が原因と考えられる。局所的で構造機能を著しく低下させる状態ではないため経過観察とする。前回点検：Ⅰ今回点検：Ⅰ 間詰め部から遊離石灰がみられる。経過観察を行い状況に応じた対策が必要である。前回点検：Ⅱ今回点検：Ⅱ 主桁継目より遊離石灰がみられる。経過観察を行い状況に応じた�",294,P2橋脚にひびわれ（最大W=1.0mm)・うき・コンクリート表面の劣化・錆汁を伴う遊離石灰が見られる。ひびわれの錆汁は局所的であり、その他の損傷と共に経過観察を行い、状況により補修を行う。,94,0.8014089
08-3-004-01_豊年橋_PIC094,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-004-01_豊年橋_PIC094.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NPO・個人支援（￣￣）",137,主桁に張出し床版からの伝え水が要因と推定される、うき、かぶり不足が要因と推定される鉄筋露出見られる。損傷は状況に応じて補修を行う事が望ま しい。,72,0.80042595
16-1-170-01_天田橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\16-1-170-01_天田橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NPO・市民団体等の補修不良によるものと思われる。",150,主桁に欠損、鉄筋露出、漏水跡、間詰めに遊離石灰が見られる。これらの損傷は、局所的である為、経過観察とする。,53,0.7004132
06-3-021-02_上京面橋_PIC047,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-021-02_上京面橋_PIC047.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,・支承部にエラスタイトの劣化が見られる。,20,0.52919674
08-1-003-02_二斗代橋_PIC074,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-02_二斗代橋_PIC074.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて，必要に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ",131,・主桁にアルカリ骨材反応の疑いのあるひびわれが多数見られる。また、鉄筋露出（床版横締め定着具）が見られる。・横桁に乾燥収縮によるものと推測されるひびわれが見られる。,82,0.64117485
02-3-010-01_石井手橋_PIC028,data\image_text_inspect_n10789\rank_c_images_n10789\02-3-010-01_石井手橋_PIC028.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,P2橋脚にひびわれ（最大W=0.1mm)・遊離石灰・伸縮装置からと思われる漏水跡・基礎洗堀が見られる。経過観察を行い、状況により補修を行う。,70,0.68843776
05-3-089-01_榎橋_PIC009,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-089-01_榎橋_PIC009.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに若干進展が見られる。ひびわれは軽微であり、その他の損傷と共に経過観察を行い、状況により補修を行う。",211,舗装にひびわれ（W=5mm未満）・欠損・段差（最大W=40mm)、伸縮装置にゴムの変形、地覆にシール材の欠損、排水桝に土砂詰りが見られる。舗装の段差、排水桝の土砂詰りは、維持工事等で補修が必要である。その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,133,0.58911926
05-1-007-01_古熊下橋_PIC069,data\image_text_inspect_n10789\rank_c_images_n10789\05-1-007-01_古熊下橋_PIC069.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めにひびわれ(W=0.15mm)が見られる。ひびわれは、施工初期の乾燥収縮や温度、鉄筋露出は、被り不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。うきに進展はないであれば、次回点検時に状況の確認を行う。床版については、健全である。",235,舗装にひびわれ(W=5mm未満)・段差(最大h=40mm)、伸縮装置に段差(h=40mm)・土砂詰り・ゴムの剥離・後打ちコンクリートのうき・破損、地覆に鉄筋露出、防護柵・支柱ボルトに表面的な腐食、排水桝に土砂詰り、排水桝目皿・排水パイプに腐食による欠損が見られる。伸縮装置後打ちコンクリートの破損は、早期に措置が必要である。舗装の段差、排水桝の土砂詰り・目皿の欠損は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,226,0.62458956
10000_日暮川橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\10000_日暮川橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,主桁に鉄筋露出がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,41,0.5863583
18-3-154-01_二ノ宮・奥開作線1号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-154-01_二ノ宮・奥開作線1号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,PC桁の主桁下面にひび割れが発生している。ひび割れ幅は小さく局所的である為、経過観察とする。桁間の床版から遊離石灰がツララ状に発生している。局所的である為、経過観察とする。,86,0.57538116
15-005-01_八方原橋_PIC108,data\image_text_inspect_n10789\rank_c_images_n10789\15-005-01_八方原橋_PIC108.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.5mm)・うき・鉄筋露出、横桁にひびわれ(W=0.1mm)・鉄筋露出、床版にひびわれ(W=0.2mm)が見られる。ひびわれは、せん断力耐力不足及び、前回点検時からの進行が原因と考えられる。局所的であり、道路橋の機能に支障は生じてないため、次回点検時に状況の確認を行う。",190,主桁、横桁に剥離、鉄筋露出がみられる。補修対策を行うのが望ましい。,33,0.7171314
08-1-003-08_小路橋_PIC039,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-08_小路橋_PIC039.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,・橋台に伸縮装置部からの漏水による漏水跡および橋座面に土砂堆積が見られる。,37,0.6344193
19-3-124-01_長山橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\19-3-124-01_長山橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,主桁に鉄筋露出、漏水が見られた。構造物に影響はないと思われるが、経過を観察する必要がある。,45,0.65050423
01-2-004-05_浅地1号橋_PIC010,data\image_text_inspect_n10789\rank_c_images_n10789\01-2-004-05_浅地1号橋_PIC010.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。",157,・主桁に鉄筋の腐食膨張によるものと推測されるひびわれおよびうき、鉄筋のかぶり不足による減肉を伴う鉄筋露出が見られる。また、施工不良による豆板が見られる。・床版に鉄筋の腐食膨張によるものと推測されるうき、鉄筋のかぶり不足による減肉を伴う鉄筋露出が見られる。,127,0.5769164
